sample_name	body_habita	collection_timestamp	date	description	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	geo_loc_name	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	latitude	location	loccat	longitude	physical_location	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_type	scientific_name	surcat	surface	title
10172.4568	not applicable	6/19/13 12:00	6/19/13	R9016.Bedrail.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Bedrail.115	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Bedrail	indoor metagenome	Room_Surface	Bedrail	Hospital-associated microbiota and implications for nosocomial infections
10172.4569	not applicable	6/19/13 12:00	6/19/13	R9016.Glove from Glove Box.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Glove from Glove Box.115	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.4570	not applicable	6/19/13 12:00	6/19/13	R9016.Floor.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Floor.115	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.4571	not applicable	6/19/13 12:00	6/19/13	R9016.Cold Tap Faucet Handle.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9016.Cold Tap Faucet Handle.115	not applicable	41.47	r9016	r9016	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.4575	not applicable	6/19/13 12:00	6/19/13	R9017.Bedrail.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9017.Bedrail.115	not applicable	41.47	r9017	r9017	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Bedrail	indoor metagenome	Room_Surface	Bedrail	Hospital-associated microbiota and implications for nosocomial infections
10172.4576	not applicable	6/19/13 12:00	6/19/13	R9017.Glove from Glove Box.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9017.Glove from Glove Box.115	not applicable	41.47	r9017	r9017	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.4577	not applicable	6/19/13 12:00	6/19/13	R9017.Floor.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9017.Floor.115	not applicable	41.47	r9017	r9017	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.4578	not applicable	6/19/13 12:00	6/19/13	R9017.Cold Tap Faucet Handle.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9017.Cold Tap Faucet Handle.115	not applicable	41.47	r9017	r9017	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.4579	UBERON:skin	6/19/13 12:00	6/19/13	R9018.Hand.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	R9018.Hand.115	9606	41.47	R9018	R9018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Patient_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.458	not applicable	1/23/13 12:00	1/23/13	S09.Cold Tap Water.-32	true	210.3	urban biome	hospital	water	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Cold Tap Water.-32	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Water	indoor metagenome	Water	Cold Tap Water	Hospital-associated microbiota and implications for nosocomial infections
10172.4580	UBERON:skin	6/19/13 12:00	6/19/13	R9018.Nose.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	R9018.Nose.115	9606	41.47	R9018	R9018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Patient_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.4581	UBERON:skin	6/19/13 12:00	6/19/13	R9018.Axilla.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:axilla skin	human	Homo sapiens	R9018.Axilla.115	9606	41.47	R9018	R9018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal secretion	10172	Axilla	human skin metagenome	Patient_Skin	Axilla	Hospital-associated microbiota and implications for nosocomial infections
10172.4582	not applicable	6/19/13 12:00	6/19/13	R9018.Bedrail.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9018.Bedrail.115	not applicable	41.47	r9018	r9018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Bedrail	indoor metagenome	Room_Surface	Bedrail	Hospital-associated microbiota and implications for nosocomial infections
10172.4583	not applicable	6/19/13 12:00	6/19/13	R9018.Glove from Glove Box.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9018.Glove from Glove Box.115	not applicable	41.47	r9018	r9018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.4584	not applicable	6/19/13 12:00	6/19/13	R9018.Floor.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9018.Floor.115	not applicable	41.47	r9018	r9018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.4585	not applicable	6/19/13 12:00	6/19/13	R9018.Cold Tap Faucet Handle.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R9018.Cold Tap Faucet Handle.115	not applicable	41.47	r9018	r9018	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.4587	not applicable	6/19/13 12:00	6/19/13	S09.Computer Mouse.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Computer Mouse.115	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Computer Mouse	indoor metagenome	Station_Surface	Computer Mouse	Hospital-associated microbiota and implications for nosocomial infections
10172.4588	not applicable	6/19/13 12:00	6/19/13	S09.Station Phone.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Station Phone.115	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Station Phone	indoor metagenome	Station_Surface	Station Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.4589	not applicable	6/19/13 12:00	6/19/13	S09.Chair Armrest.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Chair Armrest.115	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Chair Armrest	indoor metagenome	Station_Surface	Chair Armrest	Hospital-associated microbiota and implications for nosocomial infections
10172.459	not applicable	1/23/13 12:00	1/23/13	S09.Hot Tap Water.-32	true	210.3	urban biome	hospital	water	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Hot Tap Water.-32	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hot Tap Water	indoor metagenome	Water	Hot Tap Water	Hospital-associated microbiota and implications for nosocomial infections
10172.4590	not applicable	6/19/13 12:00	6/19/13	S09.Corridor Floor.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Corridor Floor.115	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Corridor Floor	indoor metagenome	Station_Surface	Corridor Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.4591	not applicable	6/19/13 12:00	6/19/13	S09.Hot Tap Water Faucet Handle.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Hot Tap Water Faucet Handle.115	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hot Tap Water Faucet Handle	indoor metagenome	Station_Surface	Hot Tap Water Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.4592	not applicable	6/19/13 12:00	6/19/13	S09.Cold Tap Water Faucet Handle.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	S09.Cold Tap Water Faucet Handle.115	not applicable	41.47	s09	s09	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Water Faucet Handle	indoor metagenome	Station_Surface	Cold Tap Water Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.4593	UBERON:skin	6/19/13 12:00	6/19/13	Staff 09-A.Hand.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	Staff 09-A.Hand.115	9606	41.47	Staff 09-A	Staff 09-A	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Staff_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.4594	UBERON:skin	6/19/13 12:00	6/19/13	Staff 09-A.Nose.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	Staff 09-A.Nose.115	9606	41.47	Staff 09-A	Staff 09-A	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Staff_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.4596	not applicable	6/19/13 12:00	6/19/13	Staff 09-A.Personal Cell Phone.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-A.Personal Cell Phone.115	not applicable	41.47	staff 09-a	staff 09-a	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Personal Cell Phone	indoor metagenome	Staff_Surface	Personal Cell Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.4597	not applicable	6/19/13 12:00	6/19/13	Staff 09-A.Hospital Pager.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-A.Hospital Pager.115	not applicable	41.47	staff 09-a	staff 09-a	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hospital Pager	indoor metagenome	Staff_Surface	Hospital Pager	Hospital-associated microbiota and implications for nosocomial infections
10172.4598	not applicable	6/19/13 12:00	6/19/13	Staff 09-A.Shirt Hem.115	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-A.Shirt Hem.115	not applicable	41.47	staff 09-a	staff 09-a	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shirt Hem	indoor metagenome	Staff_Surface	Shirt Hem	Hospital-associated microbiota and implications for nosocomial infections
10172.4599	UBERON:skin	6/19/13 12:00	6/19/13	Staff 09-B.Hand.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	Staff 09-B.Hand.115	9606	41.47	Staff 09-B	Staff 09-B	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Staff_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.460	not applicable	1/23/13 12:00	1/23/13	R10014.Floor.-32	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10014.Floor.-32	not applicable	41.47	r10014	r10014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true				10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.4600	UBERON:skin	6/19/13 12:00	6/19/13	Staff 09-B.Nose.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	Staff 09-B.Nose.115	9606	41.47	Staff 09-B	Staff 09-B	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Staff_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.4601	not applicable	6/19/13 12:00	6/19/13	Staff 09-B.Shoe.115	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-B.Shoe.115	not applicable	41.47	staff 09-b	staff 09-b	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shoe	indoor metagenome	Staff_Surface	Shoe	Hospital-associated microbiota and implications for nosocomial infections
10172.4602	not applicable	6/19/13 12:00	6/19/13	Staff 09-B.Personal Cell Phone.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-B.Personal Cell Phone.115	not applicable	41.47	staff 09-b	staff 09-b	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Personal Cell Phone	indoor metagenome	Staff_Surface	Personal Cell Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.4603	not applicable	6/19/13 12:00	6/19/13	Staff 09-B.Hospital Pager.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-B.Hospital Pager.115	not applicable	41.47	staff 09-b	staff 09-b	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hospital Pager	indoor metagenome	Staff_Surface	Hospital Pager	Hospital-associated microbiota and implications for nosocomial infections
10172.4604	not applicable	6/19/13 12:00	6/19/13	Staff 09-B.Shirt Hem.115	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-B.Shirt Hem.115	not applicable	41.47	staff 09-b	staff 09-b	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shirt Hem	indoor metagenome	Staff_Surface	Shirt Hem	Hospital-associated microbiota and implications for nosocomial infections
10172.4605	UBERON:skin	6/19/13 12:00	6/19/13	Staff 09-C.Hand.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	Staff 09-C.Hand.115	9606	41.47	Staff 09-C	Staff 09-C	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Staff_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.4606	UBERON:skin	6/19/13 12:00	6/19/13	Staff 09-C.Nose.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	Staff 09-C.Nose.115	9606	41.47	Staff 09-C	Staff 09-C	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Staff_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.4608	not applicable	6/19/13 12:00	6/19/13	Staff 09-C.Personal Cell Phone.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-C.Personal Cell Phone.115	not applicable	41.47	staff 09-c	staff 09-c	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Personal Cell Phone	indoor metagenome	Staff_Surface	Personal Cell Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.4609	not applicable	6/19/13 12:00	6/19/13	Staff 09-C.Hospital Pager.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-C.Hospital Pager.115	not applicable	41.47	staff 09-c	staff 09-c	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hospital Pager	indoor metagenome	Staff_Surface	Hospital Pager	Hospital-associated microbiota and implications for nosocomial infections
10172.461	not applicable	1/23/13 12:00	1/23/13	R10014.Cold Tap Water.-32	true	210.3	urban biome	hospital	water	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10014.Cold Tap Water.-32	not applicable	41.47	r10014	r10014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Water	indoor metagenome	Water	Cold Tap Water	Hospital-associated microbiota and implications for nosocomial infections
10172.4610	not applicable	6/19/13 12:00	6/19/13	Staff 09-C.Shirt Hem.115	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-C.Shirt Hem.115	not applicable	41.47	staff 09-c	staff 09-c	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shirt Hem	indoor metagenome	Staff_Surface	Shirt Hem	Hospital-associated microbiota and implications for nosocomial infections
10172.4611	UBERON:skin	6/19/13 12:00	6/19/13	Staff 09-D.Hand.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	Staff 09-D.Hand.115	9606	41.47	Staff 09-D	Staff 09-D	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Staff_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.4612	UBERON:skin	6/19/13 12:00	6/19/13	Staff 09-D.Nose.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	Staff 09-D.Nose.115	9606	41.47	Staff 09-D	Staff 09-D	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Staff_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.4613	not applicable	6/19/13 12:00	6/19/13	Staff 09-D.Shoe.115	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-D.Shoe.115	not applicable	41.47	staff 09-d	staff 09-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shoe	indoor metagenome	Staff_Surface	Shoe	Hospital-associated microbiota and implications for nosocomial infections
10172.4614	not applicable	6/19/13 12:00	6/19/13	Staff 09-D.Personal Cell Phone.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-D.Personal Cell Phone.115	not applicable	41.47	staff 09-d	staff 09-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Personal Cell Phone	indoor metagenome	Staff_Surface	Personal Cell Phone	Hospital-associated microbiota and implications for nosocomial infections
10172.4615	not applicable	6/19/13 12:00	6/19/13	Staff 09-D.Hospital Pager.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-D.Hospital Pager.115	not applicable	41.47	staff 09-d	staff 09-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Hospital Pager	indoor metagenome	Staff_Surface	Hospital Pager	Hospital-associated microbiota and implications for nosocomial infections
10172.4616	not applicable	6/19/13 12:00	6/19/13	Staff 09-D.Shirt Hem.115	true	210.3	urban biome	hospital	anthropogenic environmental material	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	Staff 09-D.Shirt Hem.115	not applicable	41.47	staff 09-d	staff 09-d	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Shirt Hem	indoor metagenome	Staff_Surface	Shirt Hem	Hospital-associated microbiota and implications for nosocomial infections
10172.4617	UBERON:skin	6/19/13 12:00	6/19/13	R10014.Hand.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:hand skin	human	Homo sapiens	R10014.Hand.115	9606	41.47	R10014	R10014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Hand	human skin metagenome	Patient_Skin	Hand	Hospital-associated microbiota and implications for nosocomial infections
10172.4618	UBERON:skin	6/19/13 12:00	6/19/13	R10014.Nose.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:nose skin	human	Homo sapiens	R10014.Nose.115	9606	41.47	R10014	R10014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal corpus	10172	Nose	human skin metagenome	Patient_Skin	Nose	Hospital-associated microbiota and implications for nosocomial infections
10172.4619	UBERON:skin	6/19/13 12:00	6/19/13	R10014.Axilla.115	true	210.3	urban biome	human-associated habitat	sebum	human-skin	USA:IL:Chicago	UBERON:skin	UBERON:sebum	UBERON:axilla skin	human	Homo sapiens	R10014.Axilla.115	9606	41.47	R10014	R10014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Host-associated	Animal	Animal secretion	10172	Axilla	human skin metagenome	Patient_Skin	Axilla	Hospital-associated microbiota and implications for nosocomial infections
10172.462	not applicable	1/23/13 12:00	1/23/13	R10015.Floor.-32	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10015.Floor.-32	not applicable	41.47	r10015	r10015	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.4620	not applicable	6/19/13 12:00	6/19/13	R10014.Bedrail.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10014.Bedrail.115	not applicable	41.47	r10014	r10014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Bedrail	indoor metagenome	Room_Surface	Bedrail	Hospital-associated microbiota and implications for nosocomial infections
10172.4621	not applicable	6/19/13 12:00	6/19/13	R10014.Glove from Glove Box.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10014.Glove from Glove Box.115	not applicable	41.47	r10014	r10014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
10172.4622	not applicable	6/19/13 12:00	6/19/13	R10014.Floor.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10014.Floor.115	not applicable	41.47	r10014	r10014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Floor	indoor metagenome	Room_Surface	Floor	Hospital-associated microbiota and implications for nosocomial infections
10172.4623	not applicable	6/19/13 12:00	6/19/13	R10014.Cold Tap Faucet Handle.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10014.Cold Tap Faucet Handle.115	not applicable	41.47	r10014	r10014	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Cold Tap Faucet Handle	indoor metagenome	Room_Surface	Cold Tap Faucet Handle	Hospital-associated microbiota and implications for nosocomial infections
10172.4628	not applicable	6/19/13 12:00	6/19/13	R10015.Glove from Glove Box.115	true	210.3	urban biome	hospital	surface layer	built environment	USA:IL:Chicago	not applicable	not applicable	not applicable	not applicable	not applicable	R10015.Glove from Glove Box.115	not applicable	41.47	r10015	r10015	-87.36	UChicago Center for Care and Discovery	U Chicago	false	true	Free-living	Non-saline	Surface (non-saline)	10172	Glove from Glove Box	indoor metagenome	Glove	Glove from Glove Box	Hospital-associated microbiota and implications for nosocomial infections
